sample_id,filetype,filename,path,data_type,production,coverage,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,ccs_algorithm,basecaller,basecaller_version,study,accession,bioproject_accession,biosample_accession,design_description,notes,generator_contact,generator_facility,library_id,library_strategy,library_source,library_selection,library_layout,shear_method,size_selection,platform,instrument_model,seq_plate_chemistry_version,polymerase_version,total_reads,total_bp,total_gbp,mean,min,max,n25,n50,n75,quartile_25,quartile_50,quartile_75,ntsm_score,mm_tag,primrose_filename,mm_review,mm_remove,lima_version,lima_float_version
HG02841,bam,m54306Ue_220327_160600.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m54306Ue_220327_160600.5mc.hifi_reads.bam,unaligned reads,RU_Y3,10.3,11.16,HG02841.m54306Ue_220327_160600.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02841/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02841.m54306Ue_220327_160600.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR30151972,PRJNA701308,SAMN37797106,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG02841_PB1_m54306Ue_220327_160600_m54306Ue_220327_160600,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,1958075,31882411301,31.88,16282,148,52304,14095,16523,19677,13449,15606,18475,,TRUE,,FALSE,FALSE,,
HG02841,bam,m54306Ue_220326_050928.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m54306Ue_220326_050928.5mc.hifi_reads.bam,unaligned reads,RU_Y3,10.1,11.33,HG02841.m54306Ue_220326_050928.dc.q20.fastq.gz,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02841/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02841.m54306Ue_220326_050928.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR30151973,PRJNA701308,SAMN37797106,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG02841_PB1_m54306Ue_220326_050928_m54306Ue_220326_050928,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,1925403,31236330105,31.24,16223,189,52400,14059,16375,19439,13479,15524,18296,,TRUE,,FALSE,FALSE,,
HG02841,bam,m64334e_220412_183749.demultiplex.bc1021--bc1021.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/primrose/m64334e_220412_183749.demultiplex.bc1021--bc1021.5mc.hifi_reads.bam,unaligned reads,RU_Y3,3.6,,,,6.0.0,ccs,6.0.0,SRP305758,SRR30151968,PRJNA701308,SAMN37797106,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG02841_PB1_m64334e_220412_183749_m64334e_220412_183749,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P2,687065,11067164812,11.07,16107,272,52702,13963,16317,19383,13350,15440,18231,,TRUE,,TRUE,TRUE,2.1.0,2.01
HG02841,bam,m84091_230905_202807_s3.hifi_reads.bc1015.bam,s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/m84091_230905_202807_s3.hifi_reads.bc1015.bam,unaligned reads,RU_Y3_topoff_redo,8.4,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30336731,PRJNA701308,SAMN37797106,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG02841_PB3_m84091_230905_202807_s3.hifi_reads.bc1015.bam,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1585432,25930880331,25.93,16355,101,74486,14588,16230,18476,14306,15762,17832,0.590296,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02841,bam,m84091_230905_195701_s2.hifi_reads.bc1015.bam,s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/m84091_230905_195701_s2.hifi_reads.bc1015.bam,unaligned reads,RU_Y3_topoff_redo,8.4,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30336732,PRJNA701308,SAMN37797106,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG02841_PB3_m84091_230905_195701_s2.hifi_reads.bc1015.bam,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1595006,25976366531,25.98,16286,104,65476,14558,16167,18380,14284,15715,17757,0.57973,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02841,bam,m84091_230905_192642_s1.hifi_reads.bc1015.bam,s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/m84091_230905_192642_s1.hifi_reads.bc1015.bam,unaligned reads,RU_Y3_topoff_redo,8.5,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR30336733,PRJNA701308,SAMN37797106,HiFi sequencing of 20kb fractionated gDNA,,vgl-lab@rockefeller.edu,Rockefeller University,HG02841_PB3_m84091_230905_192642_s1.hifi_reads.bc1015.bam,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,1611638,26410820072,26.41,16387,101,70436,14616,16267,18519,14330,15798,17874,0.582332,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02886,bam,m64043_200414_165107.ccs.bam,s3://human-pangenomics/working/HPRC/HG02886/raw_data/PacBio_HiFi/m64043_200414_165107.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,10.9,13.51,HG02886.m64043_200414_165107.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02886/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02886.m64043_200414_165107.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684387,PRJNA701308,SAMN17861667,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02886_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,1880255,33758955124,33.76,17954,45,50292,16104,17657,20126,15840,17229,19327,,FALSE,,FALSE,FALSE,,
HG02886,bam,m64043_200413_102554.ccs.bam,s3://human-pangenomics/working/HPRC/HG02886/raw_data/PacBio_HiFi/m64043_200413_102554.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,10.8,13.27,HG02886.m64043_200413_102554.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02886/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02886.m64043_200413_102554.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684387,PRJNA701308,SAMN17861667,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02886_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,1836728,33571543462,33.57,18277,46,48532,16302,17984,20716,16011,17500,19798,,FALSE,,FALSE,FALSE,,
HG02886,bam,m64043_200412_040054.ccs.bam,s3://human-pangenomics/working/HPRC/HG02886/raw_data/PacBio_HiFi/m64043_200412_040054.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,11.6,14.36,HG02886.m64043_200412_040054.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02886/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02886.m64043_200412_040054.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684387,PRJNA701308,SAMN17861667,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02886_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,2021284,35972927628,35.97,17797,47,48163,16010,17504,19854,15758,17100,19106,,FALSE,,FALSE,FALSE,,
HG02886,bam,m64043_200410_214826.ccs.bam,s3://human-pangenomics/working/HPRC/HG02886/raw_data/PacBio_HiFi/m64043_200410_214826.ccs.bam,unaligned reads,WUSTL_HPRC_HiFi_Year1,11,13.37,HG02886.m64043_200410_214826.dc.q20.fastq.gz,s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/HG02886/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02886.m64043_200410_214826.dc.q20.fastq.gz,8.0.0,ccs,8.0.0,SRP305758,SRR13684387,PRJNA701308,SAMN17861667,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02886_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,,,1929448,34103394360,34.1,17675,47,50049,15933,17391,19669,15688,17002,18953,,FALSE,,FALSE,FALSE,,
HG02922,bam,m54329U_220907_100858-bc2053.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m54329U_220907_100858-bc2053.5mc.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y3,14.3,16.58,HG02922.m54329U_220907_100858.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02922/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02922.m54329U_220907_100858.dc.q20.fastq.gz,6.3.0,ccs,6.3.0,SRP305758,SRR23922663,PRJNA701308,SAMN33758788,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG02922.HFSS2,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,2010767,44475348827,44.48,22118,62,79328,19046,22651,27039,18032,21258,25381,,TRUE,,TRUE,FALSE,2.5.1,2.0501
HG02922,bam,m54329U_220905_144015-bc2053.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m54329U_220905_144015-bc2053.5mc.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y3,15,16.99,HG02922.m54329U_220905_144015.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02922/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02922.m54329U_220905_144015.dc.q20.fastq.gz,6.3.0,ccs,6.3.0,SRP305758,SRR23922663,PRJNA701308,SAMN33758788,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG02922.HFSS2,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,2096626,46375666417,46.38,22119,106,68274,19050,22658,27045,18030,21258,25382,,TRUE,,TRUE,FALSE,2.5.1,2.0501
HG02922,bam,m54329U_220903_190900-bc2053.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m54329U_220903_190900-bc2053.5mc.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y3,14.2,16.4,HG02922.m54329U_220903_190900.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02922/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02922.m54329U_220903_190900.dc.q20.fastq.gz,6.3.0,ccs,6.3.0,SRP305758,SRR23922663,PRJNA701308,SAMN33758788,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG02922.HFSS2,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,1990977,43896414378,43.9,22047,110,76923,18975,22556,26969,17970,21163,25288,,TRUE,,TRUE,FALSE,2.5.1,2.0501
HG02922,bam,m54329U_220816_182601-bc2045.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m54329U_220816_182601-bc2045.5mc.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y3,6.4,7.32,HG02922.m54329U_220816_182601.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02922/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02922.m54329U_220816_182601.dc.q20.fastq.gz,6.3.0,ccs,6.3.0,SRP305758,SRR23922664,PRJNA701308,SAMN33758788,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG02922.HFSS,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,1093416,19937213389,19.94,18233,141,48799,15986,18264,21324,15504,17513,20303,,TRUE,,TRUE,FALSE,2.5.1,2.0501
HG02922,bam,m84046_230617_040148_s2.hifi_reads.bc2053.bam,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m84046_230617_040148_s2.hifi_reads.bc2053.bam,unaligned reads,UW_HPRC_HiFi_Y4_AND_Y3_Topoff,6.5,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,SRR29483121,PRJNA701308,SAMN33758788,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG02922.HFSS2_m84046_230617_040148_s2,WGS,GENOMIC,size fractionation,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Revio,C1,P1,965182,20206254963,20.21,20935,172,57502,18042,21259,25330,17209,20041,23790,0.621939,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02922,bam,m64457e_220906_104717-bc2053.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m64457e_220906_104717-bc2053.5mc.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y3,0.1,,,,6.3.0,ccs,6.3.0,SRP305758,SRR23922663,PRJNA701308,SAMN33758788,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG02922.HFSS2,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,10101,200809444,0.2,19880,1321,42061,18159,22312,26640,15374,20075,24486,,TRUE,,TRUE,FALSE,2.5.1,2.0501
HG02922,bam,m64457e_220904_135104-bc2053.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m64457e_220904_135104-bc2053.5mc.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y3,0.1,,,,6.3.0,ccs,6.3.0,SRP305758,SRR23922663,PRJNA701308,SAMN33758788,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG02922.HFSS2,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,9188,194353188,0.19,21152,1163,43604,19118,23139,27684,16859,21228,25652,,TRUE,,TRUE,FALSE,2.5.1,2.0501
HG02922,bam,m64457e_220902_165459-bc2053.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m64457e_220902_165459-bc2053.5mc.hifi_reads.bam,unaligned reads,UW_HPRC_HiFi_Y3,0.1,,,,6.3.0,ccs,6.3.0,SRP305758,SRR23922663,PRJNA701308,SAMN33758788,HiFi sequencing of 20kb fractionated gDNA,,kmiyamot@uw.edu,University of Washington,PG02922.HFSS2,WGS,GENOMIC,RANDOM,single,Megaruptor 3,PippinHT,PACBIO_SMRT,Sequel II,C2,P3.2,9497,195361726,0.2,20570,1212,41854,18780,22731,27224,16402,20700,25116,,TRUE,,TRUE,FALSE,2.5.1,2.0501
HG02965,bam,m64043_220719_122051-bc1017.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02965/raw_data/PacBio_HiFi/m64043_220719_122051-bc1017.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,13.5,15.28,HG02965.m64043_220719_122051.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02965/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02965.m64043_220719_122051.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR23732290,PRJNA701308,SAMN33621954,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02965_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,2016822,41992148990,41.99,20820,61,66417,18128,20329,24489,17723,19557,22800,,TRUE,,TRUE,TRUE,2.1.0,2.01
HG02965,bam,m64043_220717_152237-bc1017.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02965/raw_data/PacBio_HiFi/m64043_220717_152237-bc1017.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,12.9,15.06,HG02965.m64043_220717_152237.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02965/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02965.m64043_220717_152237.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR23732290,PRJNA701308,SAMN33621954,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02965_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1934110,40119820394,40.12,20743,61,67060,18087,20257,24333,17692,19502,22679,,TRUE,,TRUE,TRUE,2.1.0,2.01
HG02965,bam,m64043_220715_182700-bc1017.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02965/raw_data/PacBio_HiFi/m64043_220715_182700-bc1017.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,11.5,12.54,HG02965.m64043_220715_182700.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02965/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02965.m64043_220715_182700.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR23732290,PRJNA701308,SAMN33621954,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02965_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1698253,35646111219,35.65,20989,61,73722,18203,20521,24916,17769,19678,23131,,TRUE,,TRUE,TRUE,2.1.0,2.01
HG02965,bam,m84081_230628_190945_s2.hifi_reads.bc1017.bam,s3://human-pangenomics/working/HPRC/HG02965/raw_data/PacBio_HiFi/m84081_230628_190945_s2.hifi_reads.bc1017.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,11.2,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02965_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,1851840,34606195585,34.61,18687,191,47347,17391,18667,20242,17214,18432,19952,0.586608,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02965,bam,m84081_230628_183924_s1.hifi_reads.bc1017.bam,s3://human-pangenomics/working/HPRC/HG02965/raw_data/PacBio_HiFi/m84081_230628_183924_s1.hifi_reads.bc1017.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,10.6,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02965_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,1756350,32754766619,32.75,18649,103,43882,17366,18631,20198,17191,18400,19909,0.575731,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02976,bam,m64043_220726_203720-bc1009.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/m64043_220726_203720-bc1009.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,4.9,5.39,HG02976.m64043_220726_203720.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02976/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02976.m64043_220726_203720.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR23732289,PRJNA701308,SAMN33621955,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02976_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,755542,15045982932,15.05,19914,205,57617,18278,19846,21842,18011,19503,21372,,TRUE,,TRUE,TRUE,2.1.0,2.01
HG02976,bam,m64043_220621_134351-bc1009.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/m64043_220621_134351-bc1009.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,8.1,9.07,HG02976.m64043_220621_134351.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02976/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02976.m64043_220621_134351.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR23732289,PRJNA701308,SAMN33621955,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02976_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1258651,25120924503,25.12,19958,214,54707,18311,19886,21906,18038,19542,21427,,TRUE,,TRUE,TRUE,2.1.0,2.01
HG02976,bam,m64043_220619_164635-bc1009.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/m64043_220619_164635-bc1009.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,12,13.27,HG02976.m64043_220619_164635.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02976/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02976.m64043_220619_164635.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR23732289,PRJNA701308,SAMN33621955,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02976_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1867914,37286464203,37.29,19961,633,69085,18314,19893,21915,18043,19546,21434,,TRUE,,TRUE,TRUE,2.1.0,2.01
HG02976,bam,m64043_220617_195135-bc1009.5mc.hifi_reads.bam,s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/m64043_220617_195135-bc1009.5mc.hifi_reads.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3,11.4,12.51,HG02976.m64043_220617_195135.dc.q20.fastq.gz,s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG02976/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02976.m64043_220617_195135.dc.q20.fastq.gz,6.0.0,ccs,6.0.0,SRP305758,SRR23732289,PRJNA701308,SAMN33621955,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02976_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Sequel II,C2,P2.2,1765009,35330491836,35.33,20017,396,53116,18347,19941,21988,18072,19589,21498,,TRUE,,TRUE,TRUE,2.1.0,2.01
HG02976,bam,m84081_230630_193909_s2.hifi_reads.bc1009.bam,s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/m84081_230630_193909_s2.hifi_reads.bc1009.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,11.9,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02976_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,2129747,37022396587,37.02,17383,154,56815,15018,16258,21072,14785,15832,17476,0.559052,TRUE,,TRUE,FALSE,2.7.1,2.0701
HG02976,bam,m84081_230630_190803_s1.hifi_reads.bc1009.bam,s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/m84081_230630_190803_s1.hifi_reads.bc1009.bam,unaligned reads,WUSTL_HPRC_HiFi_Year3_TopUp,10.2,,,,7.0.0,revio_deepconsensus,7.0.0,SRP305758,,PRJNA701308,,HiFi sequencing of 20kb fractionated gDNA,,tgraves@wustl.edu,Washington University,HG02976_lib1,WGS,GENOMIC,size fractionation,single,Megaruptor 1,SageELF,PACBIO_SMRT,Revio,C1,P1,1839182,31736812200,31.74,17255,181,59681,14987,16189,20306,14763,15789,17360,0.584685,TRUE,,TRUE,FALSE,2.7.1,2.0701
