sample_id,read_files,number_of_read_files,total_coverage,coverage,mapper_preset,kmer_size,number_of_cores_per_task,hmm_flagger_window_size,hmm_flagger_alpha_tsv
HG04187,"['s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04187/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04187.m64055_210611_031318.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04187/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04187.m64055_210609_194302.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04187/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04187.m64055_210511_013535.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04187/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04187.m64055_210512_103416.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04187/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04187.m64055_210514_141159.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04187/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04187.m64055_210509_163848.dc.q20.fastq.gz']",6,38.800000000000004,"[9.83, 9.68, 5.12, 4.4, 4.71, 5.06]",lr:hqae,25,10,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG04199,"['s3://human-pangenomics/working/HPRC/HG04199/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04199.m54329U_210614_155303.dc.q20.fastq.gz', 's3://human-pangenomics/working/HPRC/HG04199/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04199.m54329U_210620_071842.dc.q20.fastq.gz', 's3://human-pangenomics/working/HPRC/HG04199/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04199.m54329U_210621_233920.dc.q20.fastq.gz', 's3://human-pangenomics/working/HPRC/HG04199/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04199.m64076_210613_183806.dc.q20.fastq.gz']",4,37.480000000000004,"[8.07, 9.81, 7.69, 11.91]",lr:hqae,25,16,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG04204,"['s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04204/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04204.m54329U_210519_065152.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04204/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04204.m54329U_210517_210109.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04204/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04204.m54329U_210514_222517.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04204/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04204.m54329U_210507_224951.dc.q20.fastq.gz']",4,35.51,"[12.02, 10.51, 11.4, 1.58]",lr:hqae,25,16,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG04228,"['s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04228/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04228.m64076_210620_030428.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04228/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04228.m64076_210618_160639.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04228/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04228.m54329U_210725_100455.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04228/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04228.m64076_210617_050849.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04228/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04228.m54329U_210507_224951.dc.q20.fastq.gz']",5,50.53,"[11.51, 11.25, 13.75, 12.56, 1.46]",lr:hqae,25,12,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
HG06807,"['s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG06807/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG06807.m64043_211118_185250.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG06807/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG06807.m64043_211120_054831.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG06807/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG06807.m64043_211121_164646.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG06807/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG06807.m64043_211222_184851.dc.q20.fastq.gz']",4,40.85,"[13.06, 13.21, 12.84, 1.74]",lr:hqae,25,16,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
MGISTL-PAN027,"['s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/MGISTL-PAN027/raw_data/PacBio_HiFi/deepconsensus/v1pt2/MGISTL-PAN027.m64043_210925_220058.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/MGISTL-PAN027/raw_data/PacBio_HiFi/deepconsensus/v1pt2/MGISTL-PAN027.m64043_210927_090130.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/MGISTL-PAN027/raw_data/PacBio_HiFi/deepconsensus/v1pt2/MGISTL-PAN027.m64136_210426_185548.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/MGISTL-PAN027/raw_data/PacBio_HiFi/deepconsensus/v1pt2/MGISTL-PAN027.m64136_210423_181015.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/MGISTL-PAN027/raw_data/PacBio_HiFi/deepconsensus/v1pt2/MGISTL-PAN027.m64136_210428_005505.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/MGISTL-PAN027/raw_data/PacBio_HiFi/deepconsensus/v1pt2/MGISTL-PAN027.m64136_210425_000914.dc.q20.fastq.gz']",6,67.63,"[12.3, 12.25, 10.44, 12.43, 9.44, 10.77]",lr:hqae,25,10,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA18522,"['s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18522/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18522.m54329U_220604_002013.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18522/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18522.m54329U_220605_194957.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18522/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18522.m54329U_220607_194753.dc.q20.fastq.gz']",3,47.92,"[15.28, 15.61, 17.03]",lr:hqae,25,21,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA18570,"['s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA18570/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18570.m64334e_220815_142753.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA18570/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18570.m64334e_220821_130100.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA18570/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18570.m64330e_220821_125227.dc.q20.fastq.gz']",3,50.24000000000001,"[16.43, 16.69, 17.12]",lr:hqae,25,21,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA18612,"['s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18612/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18612.m64043_220708_205637.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18612/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18612.m64043_220710_175250.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18612/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18612.m64043_220712_145025.dc.q20.fastq.gz']",3,40.690000000000005,"[12.96, 14.17, 13.56]",lr:hqae,25,21,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA18747,"['s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18747/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18747.m54329U_220823_191353.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18747/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18747.m64076_220826_143529.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18747/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18747.m64076_220828_113336.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18747/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18747.m64076_221001_041132.dc.q20.fastq.gz']",4,44.49000000000001,"[16.85, 11.74, 12.34, 3.56]",lr:hqae,25,16,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA18906,"['s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/NA18906/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18906.m64136_200521_171936.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/NA18906/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18906.m64136_200523_195722.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/NA18906/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18906.m64136_200525_021027.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/NA18906/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18906.m64136_200526_083627.dc.q20.fastq.gz']",4,51.45,"[12.68, 13.23, 12.52, 13.02]",lr:hqae,25,16,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA18971,"['s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18971/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18971.m64043_220701_181144.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18971/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18971.m64043_220703_150718.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18971/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18971.m64043_220705_120954.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18971/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18971.m64043_220728_173215.dc.q20.fastq.gz']",4,41.34,"[12.61, 12.1, 12.3, 4.33]",lr:hqae,25,16,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA18983,"['s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18983/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18983.m64457e_220902_165459.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18983/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18983.m64457e_220904_135104.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18983/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18983.m64457e_220906_104717.dc.q20.fastq.gz']",3,48.69,"[16.51, 15.91, 16.27]",lr:hqae,25,21,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19030,"['s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/NA19030/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19030.m64136_200608_190329.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/NA19030/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19030.m64136_200610_011635.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/NA19030/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19030.m64136_200611_074225.dc.q20.fastq.gz']",3,41.21,"[14.11, 14.09, 13.01]",lr:hqae,25,21,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19043,"['s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA19043/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19043.m54329U_220916_162216.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA19043/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19043.m54329U_220918_114340.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA19043/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19043.m54329U_220920_065703.dc.q20.fastq.gz']",3,48.43,"[16.43, 15.71, 16.29]",lr:hqae,25,21,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19087,"['s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19087/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19087.m64055e_220913_060032.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19087/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19087.m54306Ue_220902_172744.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19087/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19087.m64055e_220911_090142.dc.q20.fastq.gz']",3,48.26,"[16.55, 16.56, 15.15]",lr:hqae,25,21,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19159,"['s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19159/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19159.m54306Ue_220907_175549.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19159/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19159.m64330e_220902_175209.dc.q20.fastq.gz']",2,34.69,"[17.56, 17.13]",lr:hqae,25,32,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19185,"['s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19185/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19185.m64055e_220902_174345.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19185/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19185.m64055e_220909_131447.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19185/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19185.m64055e_220907_174608.dc.q20.fastq.gz']",3,51.769999999999996,"[16.99, 17.98, 16.8]",lr:hqae,25,21,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19240,"['s3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/NA19240/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19240.m64043_200128_181438.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/NA19240/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19240.m64043_200201_000449.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/3A25CF8A-1F36-42EE-BC9F-D29CECAA2A99--HPRC_DEEPCONSENSUS_v1pt2_2023_12_q20/NA19240/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19240.m64043_200202_062937.dc.q20.fastq.gz']",3,35.24,"[12.44, 11.3, 11.5]",lr:hqae,25,21,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19338,"['s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19338/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19338.m64055e_220731_124800.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19338/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19338.m54306Ue_220722_175158.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19338/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19338.m64055e_220729_170145.dc.q20.fastq.gz']",3,42.74,"[14.41, 15.01, 13.32]",lr:hqae,25,21,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
NA19391,"['s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19391/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19391.m64334e_220819_174259.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19391/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19391.m54306Ue_220815_144205.dc.q20.fastq.gz', 's3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/NA19391/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA19391.m64330e_220819_173115.dc.q20.fastq.gz']",3,42.91,"[14.02, 14.35, 14.54]",lr:hqae,25,21,16000,https://raw.githubusercontent.com/mobinasri/flagger/refs/heads/main/misc/alpha_tsv/HiFi_DC_1.2/alpha_optimum_trunc_exp_gaussian_w_16000_n_50.HiFi_DC_1.2_DEC_2024.v1.1.0.tsv
